Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,Battery,Timer,Rumble,Sensor,Licensee,Old Licensee Code,CGB Functionality,SGB Functionality,Mask ROM Ver,Region,Weird
Rock'n! Monster!! (Japan) (SGB Enhanced).gb,ROCK'N! MONSTER!,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'A1',A1)",False,None,True,0,Japan,True
DuckTales 2 (Europe).gb,DUCK TALES 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),False
"Centipede (USA, Europe).gb",CENTIPEDE,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Accolade,True,None,False,0,Non-Japan (0x1),False
Altered Space - A 3-D Alien Adventure (Japan).gb,ALTERED SPACE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sony Imagesoft,True,None,False,0,Japan,False
Naminori Yarou! (Japan) (NP).gbc,SURFINGBNYJ,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Victor Interactive Software,False,CGB Only,False,0,Japan,False
Peke to Poko no Daruman Busters (Japan).gb,DARUMAN BUSTERS,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Banpresto,True,None,False,0,Japan,False
Dracula Densetsu (Japan).gb,DORAKYURADENSETU,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Konami,True,None,False,0,Japan,False
"Antz Racing (USA) (En,Fr,De,Es,It,Nl).gbc",ANTZ RACINGBAZE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Acclaim,False,CGB Only,False,0,Non-Japan (0x1),False
Hoyle Casino (USA).gbc,HOYLECASINOBCSE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'7D',7D)",False,CGB Only,False,0,Non-Japan (0x1),True
Nobunaga's Ambition (USA).gb,NOBUNAGA,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,Koei,True,None,False,0,Non-Japan (0x1),False
Daffy Duck (Europe).gb,DAFFY DUCK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sunsoft,True,None,False,0,Non-Japan (0x1),False
Armorines - Project S.W.A.R.M. (USA).gbc,ARMORINES IAOXE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Acclaim,False,CGB Only,False,0,Non-Japan (0x1),False
Super Snakey (Japan) (SGB Enhanced).gb,SUPER SNAKEY,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,"UNKNOWN(b'1H',1H)",False,None,True,0,Japan,True
Game & Watch Gallery (USA) (SGB Enhanced).gb,G&W GALLERY,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
"Barbie - Pet Rescue (Europe) (En,Fr,De,Es,It).gbc",BARBIEPETREBPEP,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'7D',7D)",False,CGB Only,False,0,Non-Japan (0x1),True
Castlevania - The Adventure (USA).gb,CASTLEVANIA ADVE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Konami,True,None,False,0,Non-Japan (0x1),False
Marvin Strikes Back! (USA).gbc,MARVINSTRKBBLAE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),False
"Tom and Jerry - Mouse Hunt (USA) (En,Fr,Es).gbc",TJBTJE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5Z',5Z)",False,CGB Only,False,0,Non-Japan (0x1),True
Q Billion (USA).gb,QBILLION,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Seta,True,None,False,0,Non-Japan (0x1),False
Pocket Monsters - Pikachu (Japan) (SGB Enhanced).gb,POKEMON YELLOW,MBC3+RAM+Battery,MBC3,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,0,Japan,False
"Simpsons, The - Bart & the Beanstalk (USA, Europe).gb",SIMPSONS3,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Acclaim,True,None,False,0,Non-Japan (0x1),False
Nettou Real Bout Garou Densetsu Special (Japan) (SGB Enhanced).gb,REALBOUTSPECIAL,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'A7',A7)",False,None,True,0,Japan,True
Selection - Erabareshi Mono (Japan).gb,SELECTION,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kemco,True,None,False,0,Japan,False
Elite Soccer (USA) (SGB Enhanced).gb,ELITE SOCCER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,False,None,True,0,Non-Japan (0x1),False
Oddworld Adventures 2 (USA).gbc,ODDWORLD ADAOWE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'4X',4X)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
Tom and Jerry in - Mouse Attacks! (USA) (Rev 1).gbc,MOUSEATTACKBTQE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,"UNKNOWN(b'5L',5L)",False,CGB Only,False,1,Non-Japan (0x1),True
Soccer (Japan).gb,SOCCER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tonkin house,True,None,False,0,Japan,False
BreakThru! (USA).gb,BREAKTHRU!,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Spectrum Holobyte,True,None,False,0,Non-Japan (0x1),False
Flappy Special (Japan).gb,FLAPPY SPECIAL,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Broderbund,True,None,False,0,Japan,False
"Suske en Wiske - De Tijdtemmers ~ Bob et Bobette - Les Dompteurs du Temps (Europe) (Fr,Nl) (Beta 1).gbc",Suske&WiskeWtan,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'5P',5P)",False,Extra CGB Functions,False,0,Japan,True
Asterix - Search for Dogmatix (Europe).gbc,ASTERIXDMTXAA6P,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),False
Dick Tracy (USA).gb,DICK TRACY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Bandai,True,None,False,0,Non-Japan (0x1),False
Purikura Pocket - Fukanzen Joshikousei Manual (Japan) (SGB Enhanced).gb,PURIKURA POCKET1,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'EB',EB)",False,None,True,0,Japan,True
"Little Mermaid, The (USA).gb",LITTLE MERMAID,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),False
"Bill & Ted's Excellent Game Boy Adventure (USA, Europe).gb",BILL AND TED,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,LJN,True,None,False,0,Non-Japan (0x1),False
Super Momotarou Dentetsu II (Japan).gb,SUPER MOMOTETU 2,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Hudsonsoft,True,None,False,0,Japan,False
Caesars Palace (Japan).gb,CAESARS PALACE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Coconuts,True,None,False,0,Japan,False
"Kid Icarus - Of Myths and Monsters (USA, Europe).gb",KID ICARUS,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
Nettou The King of Fighters '95 (Japan) (SGB Enhanced).gb,NETTOU KOF 95,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'A7',A7)",False,None,True,0,Japan,True
NIV Bible & the 20 Lost Levels of Joshua (USA) (Unl).gb,,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,None,True,None,False,0,Japan,False
Dinosaur (USA).gbc,DINOSAURBDNE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),False
"Pokemon - Yellow Version - Special Pikachu Edition (USA, Europe) (GBC,SGB Enhanced).gb",POKEMON YELLOW,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Jikuu Senki Mu (Japan).gb,JIKUUSENKI-MU,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Hudsonsoft,True,None,False,0,Japan,False
Casper (USA).gbc,CASPERAF9E,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Interplay,False,CGB Only,False,0,Non-Japan (0x1),False
Winter Gold (Europe).gb,WINTER GOLD,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,U.S Gold,True,None,False,0,Non-Japan (0x1),False
MVP Baseball (Japan).gb,CLEMENS BASEBALL,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,LJN,True,None,False,0,Japan,False
Resident Evil (World) (Proto 2).gbc,RES EVIL,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,"UNKNOWN(b'4Z',4Z)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
"4 in 1 + 8 in 1 (World) (4B-002, 4B-004, 8B-002, Sachen) (Unl).gbc",,HuC1+RAM+Battery,HuC1,3213876088517980551083924184682325205044405987565585670602752,0,0x0,0x800000000000000000000000000000000000000000000000000000,True,False,False,False,LJN,True,None,False,136,Non-Japan (0xef),True
"Sea Battle (Europe) (En,Fr,De,Es).gb",SEA BATTLE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Infogrames,False,None,False,0,Non-Japan (0x1),False
Aladdin (Europe) (SGB Enhanced).gb,ALADDIN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Virgin,False,None,True,0,Non-Japan (0x1),False
Urusei Yatsura - Miss Tomobiki o Sagase! (Japan).gb,URUSEIYATSURA,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Yanoman,True,None,False,0,Japan,False
"Triple Play 2001 (USA, Europe).gbc",TRIPLEPLAYBTPE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Electronic Arts,False,CGB Only,False,0,Non-Japan (0x1),False
Kaseki Sousei Reborn (Japan) (SGB Enhanced).gb,KASEKI REBORN,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'0H',0H)",False,None,True,0,Japan,True
Tasmania Story (USA).gb,TASMANIA STORY,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Pony Canyon,True,None,False,0,Non-Japan (0x1),False
Famista 2 (Japan).gb,FAMISTA2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,UNKNOWN(0x82),True,None,False,0,Japan,True
Pocket Sonar (Japan).gb,POCKETSONAR,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'B2',B2)",False,None,False,0,Japan,True
Cruis'n Exotica (USA).gbc,CRN EXOTICABXOE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,"UNKNOWN(b'5D',5D)",False,CGB Only,False,0,Non-Japan (0x1),True
Faceball 2000 (USA).gb,FACEBALL 2000   ,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Bullet-Proof Aoftware,True,None,False,0,Non-Japan (0x1),False
Daisenryaku (Japan).gb,DAISENRYAKU HIRO,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,LJN,True,None,False,0,Japan,False
Chou Mashin Eiyuu Den Wataru - Mazekko Monster (Japan) (SGB Enhanced).gb,MAZEKKO MONSTER,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'D9',D9)",False,None,True,0,Japan,True
V-Rally - Championship Edition (Europe).gbc,VRALLY,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Mega Man II (Europe).gb,MEGA MAN 2,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
Extra Bases! (USA).gb,EXTRA BASES!,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Bandai,True,None,False,0,Non-Japan (0x1),False
DuckTales (Europe).gb,DUCK TALES,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),False
"Nintendo World Cup (USA, Europe).gb",WORLD CUP,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
"Flintstones, The - Burgertime in Bedrock (USA).gbc",BTIMEBEDRCKBFSE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5Z',5Z)",False,CGB Only,False,0,Non-Japan (0x1),True
"Walt Disney World Quest - Magical Racing Tour (USA, Europe).gbc",WDWRACETOURBWDE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),False
Yu-Gi-Oh! Dark Duel Stories (USA).gbc,YUGIOUDSBY3E,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,Konami,False,CGB Only,False,0,Non-Japan (0x1),False
Blaster Master Jr. (Europe).gb,BLASTER MASTER J,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sunsoft,True,None,False,0,Non-Japan (0x1),False
Shin SD Gundam Gaiden - Knight Gundam Story (Japan) (SGB Enhanced).gb,GB NEW SD GUNDAM,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'B2',B2)",False,None,True,0,Japan,True
Lunar Lander (Japan).gb,LUNA LANDER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Arc,True,None,False,0,Japan,False
"Pit Fighter (USA, Europe).gb",PIT FIGHTER,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,THQ,True,None,False,0,Non-Japan (0x1),False
Family Jockey 2 - Meiba no Kettou (Japan).gb,FAMILY JOCKEY2,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,UNKNOWN(0x82),True,None,False,0,Japan,True
McDonaldland (Europe).gb,MCDONALDLAND,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),False
Yoshi no Panepon (Japan) (SGB Enhanced).gb,YOSSY NO PANEPON,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Nintendo R&D1,False,None,True,0,Japan,False
Dai-2-ji Super Robot Taisen G (Japan) (SGB Enhanced).gb,SUPERROBOTWAR 2G,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'D9',D9)",False,None,True,0,Japan,True
Moguranya (Japan) (SGB Enhanced).gb,MOGURANYA,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Japan,False
Animaniacs (Europe) (SGB Enhanced).gb,ANIMANIACS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Konami,False,None,True,0,Non-Japan (0x1),False
Space Marauder (USA).gbc,SPACEMARAUDAZYE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5V',5V)",False,CGB Only,False,0,Non-Japan (0x1),True
Pokonyan! - Yume no Daibouken (Japan) (SGB Enhanced).gb,POKONYAN!,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'AD',AD)",False,None,True,0,Japan,True
R-Type (Japan).gb,RTYPE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,IREM,True,None,False,0,Japan,False
"Kirby's Dream Land 2 (USA, Europe) (SGB Enhanced).gb",KIRBY2,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
"Stargate (USA, Europe).gb",STARGATE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Acclaim,False,None,False,0,Non-Japan (0x1),False
Championship Pool (USA).gb,CHAMPIONSHIP POO,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Mindscape,True,None,False,0,Non-Japan (0x1),False
Probotector 2 (Europe) (Beta).gb,PROBOTECTOR 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,False,None,True,0,Non-Japan (0x1),False
"Rugrats Movie, The (USA) (SGB Enhanced).gb",RUGRATS MOVIE,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,THQ,False,None,True,0,Non-Japan (0x1),False
Catwoman (USA).gbc,CATWOMANA3CE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Kemco,False,CGB Only,False,0,Non-Japan (0x1),False
Puzzle Boy II (Japan).gb,PUZZLE BOY2,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Atlus,True,None,False,0,Japan,False
Hayaoshi Quiz - Ouza Ketteisen (Japan) (SGB Enhanced).gb,HAYAOSI KUIZU,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'0A',0A)",False,None,True,0,Japan,True
Umi no Nushi Tsuri 2 (Japan) (SGB Enhanced).gb,UMINUSHI        ,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Pack In Soft,False,None,True,0,Japan,False
Money Idol Exchanger (Japan) (SGB Enhanced).gb,EXCHANGER GB,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'E7',E7)",False,None,True,0,Japan,True
Choplifter III (Europe).gb,CHOPLIFTER III,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),False
Jimmy White's Cueball (USA) (Proto).gbc,JIMMY WHITEBJWE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5P',5P)",False,CGB Only,False,0,Non-Japan (0x1),True
Lemmings (Europe).gb,LEMMINGS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),False
Trouballs (USA).gbc,TROUBALLSBBEE,MBC5,MBC5,32,0,0x0,0x80000,False,False,False,False,Capcom,False,CGB Only,False,0,Non-Japan (0x1),False
Titus the Fox (USA) (GB Compatible).gbc,TITUSTHEFOXBFXE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Titus,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Classic Bubble Bobble (USA) (SGB Enhanced).gbc,BUBBOBAVWE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5N',5N)",False,Extra CGB Functions,True,0,Non-Japan (0x1),True
Picross 2 (Japan) (SGB Enhanced).gb,PICROSS 2,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Japan,False
Monster Maker - Barcode Saga (Japan).gb,MONSTER MAKER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Namco,True,None,False,0,Japan,False
Fleet Commander VS. (Japan).gb,FLEETCOMMANDERVS,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,ascii or nexoft,True,None,False,0,Japan,False
"Universal Soldier (USA, Europe).gb",UNIVERSALSOLDIER,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Accolade,True,None,False,0,Non-Japan (0x1),False
Kuusou Kagaku Sekai Gulliver Boy - Kuusou Kagaku Puzzle Purittopon!! (Japan) (SGB Enhanced).gb,DMG GARIBA-BOUI1,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'B2',B2)",False,None,True,0,Japan,True
"Atlantis - The Lost Empire (USA, Europe).gbc",ATLANTISBABE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,THQ,False,CGB Only,False,0,Non-Japan (0x1),False
Druaga no Tou (Japan).gb,GB DRUAGA 1,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Angel,True,None,False,0,Japan,False
Sports Illustrated - Golf Classic (USA) (SGB Enhanced).gb,SI GOLF CLASSIC,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Nintendo,False,None,True,0,Non-Japan (0x1),False
Super Battletank - War in the Gulf (USA).gb,SUPER BATTLETANK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Absolute,True,None,False,0,Non-Japan (0x1),False
"Tintin - Le Temple Du Soleil (Europe) (En,Fr,De).gbc",TINTIN-PRISBTTP,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),False
Shounen Ashibe - Yuuenchi Panic (Japan).gb,SHONENASHIBE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Takara,True,None,False,0,Japan,False
"Dr. Franken (Europe) (En,Fr,De,Es,It,Nl,Sv).gb",DR FRANKEN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Elite Systems,True,None,False,0,Non-Japan (0x1),False
"WWF Raw (USA, Europe).gb",WWF RAW,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,LJN,False,None,False,0,Non-Japan (0x1),False
Test Drive Le Mans (USA).gbc,LE MANSB24E,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),False
Inspector Gadget - Operation Madkactus (USA).gbc,INSPECTOR GBIGE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),False
Pinocchio (USA).gb,PINOCCHIO,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'4S',4S)",False,None,False,0,Non-Japan (0x1),True
International Track & Field (USA) (SGB Enhanced) (GB Compatible).gbc,TRACK&FIELDAHDE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Konami,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Janshirou (Japan).gb,JANSHIRO,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Sammy,True,None,False,0,Japan,False
Marmalade Boy (Japan) (SGB Enhanced).gb,GB MARMALADEBOY1,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'B2',B2)",False,None,True,0,Japan,True
"F1 World Grand Prix II for Game Boy Color (USA) (En,Fr,De,Es).gbc",F1 WORLDGP2BF2E,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Video System,False,CGB Only,False,0,Non-Japan (0x1),False
Shadowgate Classic (USA) (Rev-A).gbc,SHADOWGATE CLAS,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,False,1,Non-Japan (0x1),False
Halloween Racer (Europe).gbc,HALLOWEENRAAHIP,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5X',5X)",False,CGB Only,False,0,Non-Japan (0x1),True
Spy vs Spy - Operation Boobytrap (Europe).gb,SPY VS SPY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kemco,False,None,False,0,Non-Japan (0x1),False
Disney's Donald Duck - Goin' Quackers (USA).gbc,DONALD DUCKBQAE,MBC5,MBC5,256,0,0x0,0x400000,False,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),False
"Castlevania II - Belmont's Revenge (USA, Europe).gb",CASTLEVANIA2 BEL,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,True,None,False,0,Non-Japan (0x1),False
"George Foreman's KO Boxing (USA, Europe).gb",GEORGE F. BOXING,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Acclaim,True,None,False,0,Non-Japan (0x1),False
Hoyle Card Games (USA).gbc,HOYLECARDGABCGE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'7D',7D)",False,CGB Only,False,0,Non-Japan (0x1),True
"Legend of Zelda, The - Oracle of Ages (Europe) (En,Fr,De,Es,It).gbc",ZELDA NAYRUAZ8P,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),False
Cosmo Tank (Japan) (Beta).gb,,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,None,True,None,False,0,Japan,False
Red October o Oe! (Japan).gb,RED OCTOBER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Altron,True,None,False,0,Japan,False
Power Quest (USA) (SGB Enhanced).gbc,POWER QUEST,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Sunsoft,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Aliens - Thanatos Encounter (USA).gbc,ALIENSBAEE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,CGB Only,False,0,Non-Japan (0x1),False
"720 Degrees (USA, Europe) (GB Compatible).gbc",ATARI/MIDWAY720,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5D',5D)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
Ranma 1-2 (Japan).gb,RANMA 1/2,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Banpresto,True,None,False,0,Japan,False
"Shrek - Fairy Tale Freakdown (USA, Europe) (En,Fr,De,Es,It).gbc",SHREKFRKDWNBFUE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,"UNKNOWN(b'6S',6S)",False,CGB Only,False,0,Non-Japan (0x1),True
Roadster (Japan).gb,ROADSTER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tonkin house,True,None,False,0,Japan,False
Jurassic Park (USA).gb,JURASSIC PARK,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),False
Toxic Crusaders (USA).gb,TOXIC CRUSADERS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Bandai,True,None,False,0,Non-Japan (0x1),False
Honoo no Toukyuuji - Dodge Danpei (Japan).gb,DODGEDANPEI     ,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Hudsonsoft,True,None,False,0,Japan,False
Game Boy Gallery (Japan) (SGB Enhanced).gb,GAMEBOY GALLERY,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Nintendo R&D1,False,None,True,0,Japan,False
Looney Tunes - Carrot Crazy (USA).gbc,BUGS BUNNY,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Beatmania GB - Gotcha Mix 2 (Japan).gbc,BEAT MANIA3B3GJ,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,Konami,False,CGB Only,False,0,Japan,False
"FIFA Soccer '96 (USA, Europe) (En,Fr,De,Es) (SGB Enhanced).gb",FIFA SOCCER 96,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'4S',4S)",False,None,True,0,Non-Japan (0x1),True
