Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,Battery,Timer,Rumble,Sensor,Licensee,Old Licensee Code,CGB Functionality,SGB Functionality,Mask ROM Ver,Region,Weird
Exodus - Journey to the Promised Land (USA) (Unl).gb,,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,None,True,None,False,0,Japan,False
Spider-Man (USA).gbc,SPIDER-MAN!BSEE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),False
"4-in-1 Fun Pak Volume II (USA, Europe).gb",FUNPAK 4IN1 - V2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Interplay,True,None,False,0,Non-Japan (0x1),False
"Mummy Returns, The (USA).gbc",M2-UISB2RE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'7D',7D)",False,CGB Only,False,0,Non-Japan (0x1),True
World Bowling (Japan).gb,WORLD BOWLING,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Athena,True,None,False,0,Japan,False
Soreyuke!! Kid (Japan).gb,GO! GO! KID,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kemco Japan,False,None,False,0,Japan,False
Pac-In-Time (Europe) (SGB Enhanced).gb,PAC-IN-TIME,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Bomberman Max - Yami no Senshi (Japan).gbc,B-MAXYAMIA7BJ,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Hudson Soft,False,CGB Only,False,0,Japan,False
"Sabrina - The Animated Series - Zapped! (USA, Europe).gbc",ZAPPEDBSGE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,"UNKNOWN(b'7D',7D)",False,CGB Only,False,0,Non-Japan (0x1),True
"Avenging Spirit (USA, Europe).gb",AVENGING SPIRIT,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Jaleco,True,None,False,0,Non-Japan (0x1),False
"Simpsons, The - Bart vs. the Juggernauts (USA, Europe).gb",SIMPSONS 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Acclaim,True,None,False,0,Non-Japan (0x1),False
Digimon Adventure 2001 (USA) (Unl).gbc,GAME1          ,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,False,0,Japan,False
Goukaku Boy Series - Z Kai (Reibun de Oboeru) Chuugaku Eitango 1132 (Japan).gb,ZCHUGAKUEITANGO,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,True
"Legend of Zelda, The - Link's Awakening (USA, Europe) (Rev A).gb",ZELDA,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo,True,None,False,1,Non-Japan (0x1),False
Tokoro's Mahjong Jr. (Japan) (SGB Enhanced).gb,TOKORO JR,MBC1+RAM,MBC1,16,1,0x800,0x40000,False,False,False,False,"UNKNOWN(b'8C',8C)",False,None,True,0,Japan,True
DuckTales (USA).gb,DUCK TALES,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),False
Tecmo Bowl (USA).gb,TECMO BOWL,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Tecmo,True,None,False,0,Non-Japan (0x1),False
Knight Quest (Japan).gb,KNIGHT QUEST,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Taito,True,None,False,0,Japan,False
Animaniacs (USA) (SGB Enhanced).gb,ANIMANIACS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Konami,False,None,True,0,Non-Japan (0x1),False
Nekketsu Kouha Kunio-kun - Bangai Rantou Hen (Japan).gb,KUNIO,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Technos Japan,True,None,False,0,Japan,False
Dance Dance Revolution GB 2 (Japan).gbc,DDR GB2BD2J,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,Konami,False,CGB Only,False,0,Japan,False
"Race Drivin' (USA, Europe).gb",RACE DRIVIN',MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,THQ,True,None,False,0,Non-Japan (0x1),False
BattleCity (Japan).gb,BATTLECITY,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Nova,True,None,False,0,Japan,False
"Kick Boxing, The (Japan).gb",THE KICK BOXING ,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,UNKNOWN(0x23),True,None,False,0,Japan,True
Walt Disney's Alice in Wonderland (USA).gbc,ALICEAIWE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),False
Game Boy Gallery - 5 Games in One (Europe) (SGB Enhanced).gb,GAME&WATCH,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
"Pokemon - Crystal Version (USA, Europe).gbc",PM_CRYSTALBYTE,MBC3+RAM+Timer+Battery,MBC3,128,4,0x4000,0x200000,True,True,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),False
Bouken! Dondoko Shima (Japan).gbc,DONDOKOBDVJ,MBC5+RAM+Battery,MBC5,128,4,0x4000,0x200000,True,False,False,False,"UNKNOWN(b'BP',BP)",False,CGB Only,False,0,Japan,True
Goukaku Boy Series - Yamakawa Ichimonittou - Sekaishi B Yougo Mondaishuu (Japan).gb,YAKA SEKAISHI GB,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,True
Motocross Maniacs (Europe) (Rev A).gb,MOTOCROSSMANIACS,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Konami,False,None,False,1,Non-Japan (0x1),False
Taiyou no Yuusha - Fighbird GB (Japan).gb,  FIGHBIRD  GB  ,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,IREM,True,None,False,0,Japan,False
"Madden '95 (USA, Europe) (SGB Enhanced).gb",MADDEN 95,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Nintendo,False,None,True,0,Non-Japan (0x1),False
Diablo (USA) (Proto).gb,DIABLO,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),False
Street Fighter II (Japan) (SGB Enhanced).gb,STREET FIGHTER 2,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Capcom,False,None,True,0,Japan,False
Yu Yu Hakusho (Japan).gb,YUUYUU-1,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Tomy,True,None,False,0,Japan,False
J.League Fighting Soccer - The King of Ace Strikers (Japan).gb,FIGHTING SOCCER,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,IGS,True,None,False,0,Japan,False
Baby T-Rex (Europe).gb,BABY TREX,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Laser Beam Entertainment,True,None,False,0,Non-Japan (0x1),False
"Star Trek - The Next Generation (USA, Europe).gb",STAR TREK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Absolute,True,None,False,0,Non-Japan (0x1),False
"Speedball 2 - Brutal Deluxe (USA, Europe).gb",SPEED BALL 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Mindscape,True,None,False,0,Non-Japan (0x1),False
"4 in 1 (Europe) (4B-009, Sachen) (Unl).gb",gT,HuC1+RAM+Battery,HuC1,16384,0,0x0,0x10000000,True,False,False,False,LJN,True,None,False,115,Non-Japan (0x89),True
Dino Breeder (Japan) (Rev A) (SGB Enhanced).gb,DINO            ,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,"UNKNOWN(b'AH',AH)",False,None,True,1,Japan,True
Ultima - Ushinawareta Runes II (Japan).gb,RUNES OF VIRTUE2,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Pony Canyon,True,None,False,0,Japan,False
Cool Spot (Europe).gb,COOL SPOT,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Virgin,True,None,False,0,Non-Japan (0x1),False
Shougi (Japan).gb,SHOUGI,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Pony Canyon,True,None,False,0,Japan,False
Tennis (World).gb,TENNIS,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Nintendo,True,None,False,0,Japan,False
Ninku Dai-2-dan - Ninku Sensou Hen (Japan) (SGB Enhanced).gb,NINKU 2,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'DA',DA)",False,None,True,0,Japan,True
Into the Blue.gb,INTO THE BLUE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo,True,None,False,0,Japan,False
"Tetris 2 (USA, Europe) (SGB Enhanced).gb",TETRIS2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),False
Pachinko Time (Japan).gb,PACHINKO TIME,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Coconuts,True,None,False,0,Japan,False
Pokemon Trading Card Game (USA) (SGB Enhanced).gbc,POKECARDAXQE,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Tony Hawk's Pro Skater 2 (USA).gbc,TONYHAWK'S2BTGE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),False
"Buffy the Vampire Slayer (USA, Europe).gbc",BUFFYBVSE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,CGB Only,False,0,Non-Japan (0x1),False
Monster Maker (Japan).gb,MONSTER MAKER J,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Sofel,True,None,False,0,Japan,False
Ray-Thunder (Japan).gb,RAY THUNDER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nihon Bussan,True,None,False,0,Japan,False
"Ninja Boy 2 (USA, Europe).gb",NINJA BOY 2,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Culture Brain,True,None,False,0,Non-Japan (0x1),False
"Speedy Gonzales (USA, Europe).gb",SPEEDY GONZALES ,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Sunsoft,True,None,False,0,Non-Japan (0x1),False
Taz-Mania (Europe).gb,TAZMANIA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,THQ,True,None,False,0,Non-Japan (0x1),False
Doki x Doki Sasete!! (Japan).gbc,DOKIDOKIBP6J,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Pack In Soft,False,CGB Only,False,0,Japan,False
Pinball Deluxe (Europe).gb,PINBALL DELUXE,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Konami,False,None,False,0,Non-Japan (0x1),False
Battle of Kingdom (Japan).gb,BATTLE OFKINGDOM,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Meldac,True,None,False,0,Japan,False
"Bubble Ghost (USA, Europe).gb",BUBBLE GHOST,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Pony Canyon,True,None,False,0,Non-Japan (0x1),False
Mickey Mouse II (Japan).gb,MICKEY MOUSE 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kemco,True,None,False,0,Japan,False
Tottoko Hamutarou 2 - Hamu-chan Zu Daishuugou Dechu (Japan).gbc,HAMUTARO2B86J,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Japan,False
Nemesis (Japan).gb,NEMESIS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,True,None,False,0,Japan,False
Jeff Gordon XS Racing (USA) (GB Compatible).gbc,JEFFGORDONXAJZE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5F',5F)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
"CyberTiger (USA, Europe).gbc",CYBERTIGERBCTE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Electronic Arts,False,CGB Only,False,0,Non-Japan (0x1),False
Undercover Cops Gaiden - Hakaishin Garumaa (Japan).gb,UNDER COVER COPS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,IREM,True,None,False,0,Japan,False
"Pinball - Revenge of the 'Gator (USA, Europe).gb",PINBALL,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,HAL,True,None,False,0,Non-Japan (0x1),False
Crayon Shin-chan - Ora no Gokigen Collection (Japan) (SGB Enhanced).gb,GB CREYON 5,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'B2',B2)",False,None,True,0,Japan,True
Momotarou Collection 2 (Japan) (SGB Enhanced).gb,MOMOTARODENGEKI2,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Hudson Soft,False,None,True,0,Japan,False
"Monsters, Inc. (Europe) (En,Fr,It).gbc",MONSTERSINCB4QY,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,CGB Only,False,0,Non-Japan (0x1),False
Top Gear Pocket (USA).gbc,TOPGEAR POCKET,MBC5+Rumble,MBC5,64,0,0x0,0x100000,False,False,True,False,Kemco,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Casper (USA).gb,CASPER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Victor Interactive Software,False,None,False,0,Non-Japan (0x1),False
Tom to Jerry (Japan).gb,TOM AND JERRY   ,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Altron,True,None,False,0,Japan,False
"Godzilla - The Series (USA) (En,Fr,De) (GB Compatible).gbc",GODZILLA:TSAZIE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'4Z',4Z)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
NFL Football (USA).gb,NFL FOOTBALL,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Konami,True,None,False,0,Non-Japan (0x1),False
Rubble Saver (Japan).gb,RUBBLESA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,King Records,True,None,False,0,Japan,False
Blue's Clues - Blue's Alphabet Book (USA).gbc,BLUESALPHABALE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mattel,False,CGB Only,False,0,Non-Japan (0x1),False
Kuma no Puutarou - Takara Sagashi da Ooiri Game Battle! (Japan) (SGB Enhanced).gb,KUMANOPUTARO,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'A7',A7)",False,None,True,0,Japan,True
Gekitou Power Modeller (Japan) (SGB Enhanced).gb,POWER MODELLER,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Capcom,False,None,True,0,Japan,False
"Rugrats - Time Travelers (USA, Europe) (GB Compatible).gbc",RUGRATS TWOAVME,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Spanky's Quest (Europe).gb,SPANKY'S QUEST,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Taito,True,None,False,0,Non-Japan (0x1),False
"Klustar (Europe) (En,Fr,De,Es,It) (Beta) (1998-10-01) (GB Compatible).gbc",KLUSTAR,MBC5,MBC5,8,0,0x0,0x20000,False,False,False,False,"UNKNOWN(b'\x00\x00',)",False,Extra CGB Functions,False,0,Japan,True
Mario & Yoshi (Europe).gb,MARIO & YOSHI,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
"World Heroes 2 Jet (USA, Europe) (SGB Enhanced).gb",WH2JET,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'A7',A7)",False,None,True,0,Non-Japan (0x1),True
"Suske en Wiske - De Tijdtemmers ~ Bob et Bobette - Les Dompteurs du Temps (Europe) (Fr,Nl) (Beta 2).gbc",Suske&WiskeWtan,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'5P',5P)",False,Extra CGB Functions,False,0,Japan,True
Bubble Bobble Junior (Japan).gb,BUBBLEBOBBLEJR,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Taito,True,None,False,0,Japan,False
"Powerpuff Girls, The - Bad Mojo Jojo (USA) (Rev 2).gbc",PPGBLOSSOMBJJE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,Bay Area Multimedia (BAM) Entertainment,False,CGB Only,False,2,Non-Japan (0x1),False
Jeopardy! (USA).gb,JEOPARDY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),False
Pokemon Puzzle Challenge (USA).gbc,POKEMONPCBPNE,MBC5+RAM+Battery,MBC5,128,4,0x4000,0x200000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),False
Pocket Kyoro-chan (Japan) (SGB Enhanced).gb,POCKET KYOROCHAN,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,"UNKNOWN(b'DA',DA)",False,None,True,0,Japan,True
Chou Mashin Eiyuu Den Wataru - Mazekko Monster 2 (Japan) (SGB Enhanced).gb,MAZEKKO MONSTER2,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'D9',D9)",False,None,True,0,Japan,True
Sa-Ga 2 - Hihou Densetsu (Japan) (Rev A).gb,SAGA2,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Squaresoft,True,None,False,1,Japan,False
Harvest Moon 2 GBC (USA) (SGB Enhanced).gbc,H-MOON2 CGBBM2E,MBC5+RAM+Battery,MBC5,128,4,0x4000,0x200000,True,False,False,False,Victor Interactive Software,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
Genjin Cottsu (Japan) (SGB Enhanced).gb,GENJINCOTTU,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,B-AI,False,None,True,0,Japan,False
Bandits at Zero (World) (Aftermarket) (Homebrew).gbc,BANDITS AT ZERO,MBC5+RAM+Battery,MBC5,32,4,0x4000,0x80000,True,False,False,False,None,True,Extra CGB Functions,False,1,Japan,False
Pac-In-Time (USA) (SGB Enhanced).gb,PAC-IN-TIME,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'AF',AF)",False,None,True,0,Non-Japan (0x1),True
Pachio-kun 2 (Japan).gb,PACHIOKUN 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Coconuts,True,None,False,0,Japan,False
Megalit (Japan).gb,MEGALIT,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Asmik,True,None,False,0,Japan,False
Penguin Land (Japan).gb,PENGUIN LAND,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Pony Canyon,True,None,False,0,Japan,False
Aoki Densetsu Shoot! (Japan) (SGB Enhanced).gb,SHOOT,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'D9',D9)",False,None,True,0,Japan,True
Teenage Mutant Ninja Turtles - Fall of the Foot Clan (USA).gb,TMNT FOOT CLAN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),False
Fushigi na Blobby - Princess Blob o Sukue! (Japan).gb,FUSHIGINA BULOBI,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Jaleco,True,None,False,0,Japan,False
Sesame Street - Elmo's ABCs (USA) (GB Compatible).gbc,ELMO ABC,MBC5,MBC5,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'5L',5L)",False,Extra CGB Functions,False,0,Non-Japan (0x1),True
Wordtris (USA).gb,WORDTRIS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Spectrum Holobyte,True,None,False,0,Non-Japan (0x1),False
Namco Gallery Vol.1 (Japan) (SGB Enhanced).gb,GALLERY1,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'AF',AF)",False,None,True,0,Japan,True
Sports Illustrated - Football & Baseball (USA).gb,SI SPORTS,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,mMalibu,True,None,False,0,Non-Japan (0x1),False
Yogi Bear in Yogi Bear's Goldrush (USA).gb,YOGIS GOLDRUSH,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),False
Populous (Europe).gb,POPULOUS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Imagineer,True,None,False,0,Non-Japan (0x1),False
Goukaku Boy Series - Gakken - Kanyouku Kotowaza 210 (Japan).gb,KANYOUKU,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,True
"Super Chase H.Q. (USA, Europe).gb",SUPER CHASE H.Q.,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Taito,True,None,False,0,Non-Japan (0x1),False
Nanonote (Japan).gb,NANONOTE,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,Konami,True,None,False,0,Japan,False
Contra - The Alien Wars (USA) (SGB Enhanced).gb,CONTRA ALIEN WAR,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,False,None,True,0,Non-Japan (0x1),False
Tonka Raceway (USA) (Rumble Version).gbc,TONKA RACEWVTQE,MBC5+Rumble,MBC5,64,0,0x0,0x100000,False,False,True,False,Hasbro Interactive,False,CGB Only,False,0,Non-Japan (0x1),False
Battleship - The Classic Naval Combat Game (USA).gbc,BATTLE SHIP,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Majesco,False,Extra CGB Functions,False,0,Non-Japan (0x1),False
Skate or Die - Bad 'N Rad (Europe).gb,SKATE OR DIE BAD,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ultra,True,None,False,0,Non-Japan (0x1),False
Catz (Europe).gbc,CATZAZCP,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Mindscape,False,CGB Only,False,0,Non-Japan (0x1),False
Ganbare Goemon - Kurofunetou no Nazo (Japan) (SGB Enhanced).gb,GANBARE GOEMON 2,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Konami,False,None,True,0,Japan,False
Pro Darts (USA).gbc,PRO DARTSAVDE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5P',5P)",False,CGB Only,False,0,Non-Japan (0x1),True
"Game of Harmony, The (USA).gb",THEGAMEOFHARMONY,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Accolade,True,None,False,0,Non-Japan (0x1),False
"Legend of Zelda, The - Link's Awakening (France).gb",ZELDA,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),False
Tekichuu Rush (Japan).gb,TEKICHU RUSH,MBC2+Battery,MBC2,4,1,0x100,0x10000,True,False,False,False,Clary,True,None,False,0,Japan,False
Migrain (Japan).gb,MIGRAIN ACCLAIM,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Acclaim,True,None,False,0,Japan,False
"Donkey Kong Land III (USA, Europe) (Beta).gb",DONKEYKONGLAND 3,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'\xad>',>)",False,None,True,0,Non-Japan (0x1),True
Game & Watch Gallery 2 (USA) (SGB Enhanced).gbc,G&W GALLERY2,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),False
T2 - The Arcade Game (Japan).gb,TERMINATOR 2 TAG,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Acclaim,True,None,False,0,Japan,False
Shanghai (USA).gb,SHANGHAI,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,HAL,True,None,False,0,Non-Japan (0x1),False
Bamse (Sweden).gb,BAMSE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Laser Beam Entertainment,True,None,False,0,Non-Japan (0x1),False
Wendy - Der Traum von Arizona (Germany) (Beta).gbc,WENDYDTVARIBWYD,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,"UNKNOWN(b'7K',7K)",False,CGB Only,False,0,Non-Japan (0x1),True
Teenage Mutant Hero Turtles II - Back from the Sewers (Europe).gb,TMHT BACK FROM S,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Konami,True,None,False,0,Non-Japan (0x1),False
Kinnikuman - The Dream Match (Japan).gb,GB KINNIKUMAN DM,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Uutaka,True,None,False,0,Japan,False
TaleSpin (Europe).gb,TALE SPIN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),False
Sensible Soccer - European Champions (Europe).gb,SENSIBLE SOCCER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sony Imagesoft,True,None,False,0,Non-Japan (0x1),False
Mahoujin Guruguru (Japan) (SGB Enhanced).gb,MAHOUJINGURUGURU,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'A7',A7)",False,None,True,0,Japan,True
Bomberman Max - Red Challenger (USA).gbc,B-MAX-REDA7BE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,"UNKNOWN(b'5P',5P)",False,CGB Only,False,0,Non-Japan (0x1),True
"Krusty's Fun House (USA, Europe).gb",KRUSTY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Acclaim,True,None,False,0,Non-Japan (0x1),False
Rockman World (Japan) (En) (Beta).gb,ROCKMAN,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Nintendo,True,None,False,0,Japan,False
"New Chessmaster, The (USA, Europe).gb",NEW CHESSMASTER,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Park Plac,True,None,False,0,Non-Japan (0x1),False
"Sneaky Snakes (USA, Europe).gb",SNEAKY SNAKES,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Tradewest,True,None,False,0,Non-Japan (0x1),False
Rolan's Curse (USA).gb,ROLANS CURSE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Sammy,True,None,False,0,Non-Japan (0x1),False
"Tarzan (USA, Europe).gb",TARZAN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),False
Virtual Wars (Japan).gb,VIRTUAL WARS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Elite Systems,True,None,False,0,Japan,False
Winner's Horse (Japan).gb,WINNER'S HORSE,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,NCS,True,None,False,0,Japan,False
Mat Hoffman's Pro BMX (USA).gbc,MAT HOFFMANBM5E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),False
Nettou World Heroes 2 Jet (Japan) (SGB Enhanced).gb,NETTOU WH2JET,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'A7',A7)",False,None,True,0,Japan,True
