Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,CGB Functionality,SGB Functionality,Mask ROM Ver,Region
"Taikyoku Renju (Japan) (En,Ja).gb",TAIKYOKU RENJU,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Pachi-Slot Hisshou Guide GB (Japan) (SGB Enhanced).gb,PACHISLO GB,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,Yes,0,Japan
Dragon Slayer - Nemuri no Oukan (Japan).gb,DORASUREGAIDEN,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Japan
Mogura de Pon! (Japan).gb,MOGURA DE PON!,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
After Burst (Japan).gb,AFTER BURST,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Goukaku Boy Series - 99 Nendo Ban Eitango Center 1500 (Japan).gb,EITANGO SENTA,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Namco Gallery Vol.3 (Japan) (SGB Enhanced).gb,GALLERY3,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Nettou Samurai Spirits - Zankurou Musouken (Japan) (SGB Enhanced).gb,ZANKUROUMUSOUKEN,MBC1,MBC1,64,0,0x0,0x100000,None,Yes,0,Japan
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Rika Battle Hen (Japan) (Special Edition).gb,SIKAKU RIKABH4J,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Itsudemo! Nyan to Wonderful (Japan) (SGB Enhanced).gb,NYANTOWONDERFUL,MBC3+TIMER+RAM+BATTERY,MBC3,16,1,0x800,0x40000,None,Yes,0,Japan
Rockman World (Japan).gb,ROCKMAN WORLD,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Alien 3 (Japan).gb,ALIEN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Uchiiwai - Kyoudaijingi no Puzzle Game (Japan).gb,KYOUDAI JINGI,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Dead Heat Scramble (Japan).gb,DEADHEATSCRAMBLE,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Banishing Racer (Japan).gb,BANISHING RACER,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Mini 4 Boy (Japan) (SGB Enhanced).gb,MINI4BOY,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Wedding Peach - Jamapii Panic (Japan) (SGB Enhanced).gb,WPGB,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Star Sweep (Japan) (SGB Enhanced).gb,STAR SWEEP,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,Yes,0,Japan
Dracula Densetsu II (Japan).gb,DRACURA2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Sports Collection (Japan).gb,SPORTS COLLECT,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Japan
Masakari Densetsu - Kintarou Action Hen (Japan).gb,KINTARO ACG,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Crayon Shin-chan 4 - Ora no Itazura Daihenshin (Japan) (SGB Enhanced).gb,GB KUREYON SHIN4,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Japan
Hoi Hoi - Game Boy Ban (Japan).gb,HOIHOI DMG BAN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Tiny Toon Adventures 2 (Japan).gb,TINY TOON 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Bakuretsu Senshi Warrior (Japan).gb,WARRIOR,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Puzzle Nintama Rantarou (Japan) (SGB Enhanced).gb,NINTAMA PUZZLEGB,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Teenage Mutant Ninja Turtles (Japan).gb,TMNT,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
GB Basketball (Japan).gb,GB BASKETBALL,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Kachiuma Yosou Keiba Kizoku EX '94 (Japan).gb,KEIBAKIZOKU EX94,MBC1+RAM+BATTERY,MBC1,8,1,0x800,0x20000,None,No,0,Japan
Super Mario Land 2 - 6-tsu no Kinka (Japan).gb,MARIOLAND2,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,No,0,Japan
America Oudan Ultra Quiz Part 4 (Japan).gb,ULTRA-4,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
TwinBee da!! (Japan).gb,TWIN-BEE DA!!,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Baseball Kids (Japan).gb,BASE BALL KIDS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Shippuu! Iron Leaguer (Japan).gb,GB IRON LEAGUER1,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Pac-Man (Japan).gb,PAC-MAN,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Masakari Densetsu - Kintarou RPG Hen (Japan) (SGB Enhanced).gb,KINTARO RPG,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Shuyaku Sentai Irem Fighter (Japan).gb,IREM FIGHTER,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Twin (Japan).gb,TWIN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Bishoujo Senshi Sailor Moon (Japan).gb,BISHOJYOSENSI SE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Super Street Basketball (Japan).gb,S S BASKETBALL,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Monster Maker 2 - Uru no Hiken (Japan).gb,MONSTER MAKER J2,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
3-pun Yosou - Umaban Club (Japan).gb,UMABAN CLUB,MBC2+BATTERY,MBC2,4,1,0x100,0x10000,None,No,0,Japan
Taito Chase H.Q. (Japan).gb,CHASE HQ,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Solitaire (Japan).gb,SOLITAIRE       ,MBC2+BATTERY,MBC2,4,1,0x100,0x10000,None,No,0,Japan
Konamic Golf (Japan).gb,KONAMIC GOLF,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Japan
Tetris Plus (Japan) (SGB Enhanced).gb,TETRIS PLUS,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,Yes,0,Japan
Thunderbirds (Japan).gb,THUNDERBIRDS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Kawa no Nushi Tsuri 3 (Japan) (SGB Enhanced).gb,KAWANUSHI3      ,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Genjin Collection (Japan) (SGB Enhanced).gb,GENCOL,MBC1,MBC1,64,0,0x0,0x100000,None,Yes,0,Japan
Grander Musashi RV (Japan) (SGB Enhanced).gb,GURANDERMUSASHI,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Kattobi Road (Japan).gb,KATTOBI ROAD,MBC1+RAM+BATTERY,MBC1,8,1,0x800,0x20000,None,No,0,Japan
SD Sengokuden 3 - Chijou Saikyou Hen (Japan).gb,SDSENGOKUDEN3,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Japan
Konamic Basket (Japan).gb,KONAMIC BASKET,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Chiki Chiki Tengoku (Japan).gb,CHIKI 2 TENGOKU,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Double Yakuman Junior (Japan).gb,DOUBLEYAKUMAN JR,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Wizardry Gaiden 3 - Yami no Seiten (Japan).gb,WIZARDRY SOD,MBC1+RAM+BATTERY,MBC1,32,4,0x4000,0x80000,None,No,0,Japan
Bakuchou Retrieve Master (Japan) (SGB Enhanced).gb,RETRIEVE,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
R-Type II (Japan).gb,RTYPE 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Mickey Mouse (Japan).gb,MICKEY MOUSE,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
"Shinri Game 2, The - Oosaka Hen (Japan).gb",THE SHINRI GAME2,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Game Boy Wars Turbo - Famitsu Version (Japan) (SGB Enhanced).gb,GBWARST,MBC1+RAM+BATTERY,MBC1,16,4,0x4000,0x40000,None,Yes,0,Japan
Go! Go! Tank (Japan).gb,GO GO TANK,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Famista (Japan).gb,FAMISTA,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Go Go Ackman (Japan) (SGB Enhanced).gb,GOGO ACKMAN     ,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Miracle Adventure of Esparks - Ushinawareta Seiseki Perivron (Japan).gb,ESPARKS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Cadillac II (Japan).gb,CADILLAC2,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Velious II - Fukushuu no Jashin (Japan).gb,VELIOUS 2,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Japan
"Ginga - Card & Puzzle Collection (Japan) (En,Ja).gb",GINGA,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Dragon Ball Z - Gokuu Hishouden (Japan) (SGB Enhanced).gb,GB DBZ GOKOU,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,Yes,0,Japan
Kaisen Game - Navy Blue (Japan).gb,NAVY BLUE,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Shanghai (Japan) (Activision).gb,SHANGHAI,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Goukaku Boy Series - Z Kai Kyuukyoku no Eigo Koubun 285 (Japan).gb,ZKAIEIGOKOBUN285,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Bionic Commando (Japan).gb,BIONIC-COMMANDO,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Attack of the Killer Tomatoes (Japan).gb,KILLER TOMATOES,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Bikkuri Nekketsu Shin Kiroku! - Dokodemo Kin Medal (Japan).gb,BIKKURI NEKKETU,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Suzuki Aguri no F-1 Super Driving (Japan).gb,F1 SUPER DRIVING,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Honmei Boy (Japan).gb,HONMEI BOY,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
Teenage Mutant Ninja Turtles 2 (Japan).gb,TMNT 2,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Ultima - Ushinawareta Runes (Japan).gb,RUNES OF VIRTUE,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Japan
Aretha III (Japan).gb,ARETHA3,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
SD Hiryuu no Ken Gaiden 2 (Japan) (SGB Enhanced).gb,SD HIRYUNOKEN2,MBC1,MBC1,64,0,0x0,0x100000,None,Yes,0,Japan
Pocket Bass Fishing (Japan).gb,POCKET BASS FISH,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Mini Putt (Japan).gb,MINI PUTT,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Hiryuu no Ken Gaiden (Japan).gb,HIRYU GAIDEN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
America Oudan Ultra Quiz Part 3 - Champion Taikai (Japan).gb,ULTRA3,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Block Kuzushi GB (Japan) (SGB Enhanced).gb,BLOCKGB,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Japan
Pocket Love 2 (Japan) (SGB Enhanced).gb,POCKET LOVE 2,MBC1+RAM+BATTERY,MBC1,64,1,0x800,0x100000,None,Yes,0,Japan
Nettou The King of Fighters '96 (Japan) (SGB Enhanced).gb,NETTOU KOF 96,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Mini Yonku GB Let's & Go!! - All-Star Battle Max (Japan) (SGB Enhanced).gb,MINI4WD GB2     ,MBC3+RAM+BATTERY,MBC3,64,4,0x4000,0x100000,None,Yes,0,Japan
Mortal Kombat II - Kyuukyoku Shinken (Japan).gb,MORTAL KOMBAT II,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Tsumego Series 1 - Fujisawa Hideyuki Meiyo Kisei (Japan) (SGB Enhanced).gb,TSUMEGO_FUJISAWA,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Japan
Ninja Ryuuken Den - Matenrou Kessen (Japan).gb,NINJA RYUKENDEN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Pocket Monsters - Ao (Japan) (SGB Enhanced).gb,POKEMON BLUE,MBC1+RAM+BATTERY,MBC1,32,4,0x4000,0x80000,None,Yes,0,Japan
Kyoro-chan Land (Japan).gb,KYORCHANLANDHIRO,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Shikinjou (Japan).gb,SHIKINJYO,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Kikou Keisatsu Metal Jack (Japan).gb,METALJACK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Tekkyu Fight! - The Great Battle Gaiden (Japan).gb,TEKKYUFIGHT!,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
God Medicine - Fukkokuban (Japan) (SGB Enhanced).gb,GOD MEDICINE FB,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Master Karateka (Japan).gb,MASTER KARATEKA,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Ring Rage (Japan).gb,RING RAGE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Keisan no Tatsujin (Japan).gb,SIKAKUKEISNBC4J,MBC5+RAM+BATTERY,MBC5,64,1,0x800,0x100000,None,No,0,Japan
Sa-Ga 2 - Hihou Densetsu (Japan).gb,SAGA2,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
GB Genjin (Japan).gb,GB GENJIN       ,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Same Game (Japan) (SGB Enhanced).gb,SAME GAME,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,Yes,0,Japan
Penguin-kun Wars VS. (Japan).gb,PENGUINKUNWARSVS,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Initial D Gaiden (Japan) (SGB Enhanced).gb,INITIAL D GAIDEN,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,Yes,0,Japan
Doraemon no Study Boy 5 - Shou 2 Sansuu Keisan (Japan).gb,STUDYBOY SANSU 2,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Japan
Magic Knight Rayearth (Japan) (SGB Enhanced).gb,RAYEARTH1,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,Yes,0,Japan
Koukiatsu Boy (Japan) (SGB Enhanced).gb,KOKIATSUBOY,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Blodia (Japan).gb,BLODIA,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Oni II - Oni Densetsu (Japan).gb,ONI 2,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
Tsumeshougi - Hyakuban Shoubu (Japan).gb,THUME SHOGI,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Bomber Man GB 3 (Japan) (SGB Enhanced).gb,BOMBERMAN GB3,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Takahashi Meijin no Bouken-jima II (Japan).gb,BOUKENJIMA2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Soreyuke! Speedy Gonzales (Japan).gb,SPEEDY GONZALES,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Chibi Maruko-chan - Maruko Deluxe Theater (Japan) (SGB Enhanced).gb,MARUKODXSIATA,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Japan
Nettou Samurai Spirits (Japan) (SGB Enhanced).gb,NETTOU SAMURAI,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Outburst (Japan).gb,OUT BURST,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Choplifter II (Japan).gb,CHOPLIFTER 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Uchuu Senkan Yamato (Japan).gb,YAMATO,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Painter Momopie (Japan).gb,PAINTERMOMOPIE,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Pachinko Saiyuuki (Japan).gb,SAIYUUKI,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Boxing (Japan).gb,BOXING,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Zettai Muteki Raijin-Oh (Japan).gb,RAIJINOU,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Selection II - Ankoku no Fuuin (Japan).gb,SELECTION 2,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
Yu Yu Hakusho Dai-2-dan - Ankoku Bujutsukai Hen (Japan).gb,YUUYUU-2,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Mysterium (Japan).gb,MYSTERIUM,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Super Chinese Land 1.2.3' (Japan) (SGB Enhanced).gb,SUPERCHINESE 123,MBC1,MBC1,64,0,0x0,0x100000,None,Yes,0,Japan
Quiz Nihon Mukashibanashi - Athena no Hatena (Japan).gb,ATHENANOHATENA?,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Snoopy no Hajimete no Otsukai (Japan) (SGB Enhanced).gb,SNOOPY 2,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Japan
Konami GB Collection Vol.4 (Japan) (SGB Enhanced).gb,GBCOLLECTION 4,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Burai Senshi Deluxe (Japan).gb,BURAI FIGHTER DX,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Konamic Ice Hockey (Japan).gb,KONAMICICEHOCKEY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Yomihon Yumegoyomi - Tenjin Kaisen 2 (Japan).gb,TENJIN KAISEN 2,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Yousei Monogatari - Rod Land (Japan).gb,RODLAND,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Crayon Shin-chan 3 - Ora no Gokigen Athletic (Japan).gb,GB KUREYON SHIN3,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Uno 2 - Small World (Japan) (SGB Enhanced).gb,UNO2SMALL WORLD,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Japan
Meitantei Conan - Chika Yuuenchi Satsujin Jiken (Japan) (SGB Enhanced).gb,DETECTIVE CONAN,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Animal Breeder 2 (Japan) (SGB Enhanced).gb,ANIMAL BREEDER2,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
From TV Animation Slam Dunk - Gakeppuchi no Kesshou League (Japan) (SGB Enhanced).gb,GB SLAM DUNK,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Aretha II (Japan).gb,ARETHA2,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Japan
Judge Dredd (Japan).gb,JUDGE DREDD,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Pachi-Slot Kids 3 (Japan).gb,PACHI SLOT KIDS3,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Indiana Jones - Saigo no Seisen (Japan).gb,INDIANA JONES,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Hudson Hawk (Japan).gb,HUDSON HAWK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Ikari no Yousai 2 (Japan).gb,FORTIFIED ZONE2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Kaijuu Ou Gojira (Japan).gb,GB GODZILLA,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Sagaia (Japan).gb,SAGAIA,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Pac-Panic (Japan) (SGB Enhanced).gb,PAC-PANIC,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Japan
Super Chinese Land (Japan).gb,SUPERCHINESELAND,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Doraemon 2 - Animal Planet Densetsu (Japan).gb,DORAEMON2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Mini 4 Boy II - Final Evolution (Japan) (SGB Enhanced).gb,MINI4BOY2,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Captain Tsubasa J - Zenkoku Seiha e no Chousen (Japan) (SGB Enhanced).gb,CAPTAIN TUBASA J,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Super Chinese Land 3 (Japan) (SGB Enhanced).gb,SUPER CHINESE 3,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Namco Gallery Vol.2 (Japan) (SGB Enhanced).gb,GALLERY2,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Tetris (Japan) (En).gb,TETRIS,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Momotarou Densetsu Gaiden (Japan).gb,MOMOTAROU GAIDEN,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Japan
Goukaku Boy Series - Kirihara Shoten Hinshutsu Eibunpou Gohou Mondai 1000 (Japan).gb,HINSYUTU EIBUNPO,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
X (Japan).gb,X,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Japan
Game Boy Gallery 2 (Japan) (SGB Enhanced).gb,GAMEBOY GALLERY2,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
GB Genjin 2 (Japan) (SGB Enhanced).gb,GBGENJIN2,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Konami GB Collection Vol.1 (Japan) (SGB Enhanced).gb,GBCOLLECTION 1,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Donkey Kong Land (Japan) (SGB Enhanced).gb,DONKEYKONGLAND,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Shakai Battle Hen (Japan) (Special Edition).gb,SIKAKSYAKAIBE3J,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Bokujou Monogatari GB (Japan) (SGB Enhanced).gb,BOKUJOU GB,MBC3+TIMER+RAM+BATTERY,MBC3,32,1,0x800,0x80000,None,Yes,0,Japan
Aa Harimanada (Japan).gb,HARIMANADA,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Mani 4 in 1 (China) (DMG-605 CHN).gb,GB GENJIN       ,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Doraemon no Study Boy 3 - Ku Ku Master (Japan).gb,STUDYBOY KUKU 1 ,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Japan
Pachio-kun (Japan).gb,PACHIO KUN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Kunio-kun no Jidaigeki Da yo Zenin Shuugou! (Japan).gb,GB JIDAIGEKI,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
Jinsei Game Densetsu (Japan).gb,JINSEI,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Sanrio Uranai Party (Japan).gb,SANRIOURANAI GB ,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Tenchi o Kurau (Japan).gb,TENCHIWOKURAU,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Japan
F1 Boy (Japan).gb,F1 BOY,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Looney Tunes - Bugs Bunny to Yukai na Nakama-tachi (Japan).gb,LOONEY TUNES,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Maerchen Club (Japan).gb,DMG-MQJ,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Taiyou no Tenshi Marlowe - Ohanabatake wa Dai-panic (Japan).gb,ANGEL MARLOWE,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Heisei Tensai Bakabon (Japan).gb,TENSAIBAKABON,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Navy Blue 90 (Japan).gb,NAVY BLUE 90,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Pachi-Slot Kids 2 (Japan).gb,PACHISLOT KIDS 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Trappers Tengoku - Spy vs Spy (Japan).gb,TRAPPERS TENGOKU,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Sansuu Battle Hen (Japan) (Special Edition).gb,SIKAKUI S BBB4J,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
SD Gundam - SD Sengokuden - Kunitori Monogatari (Japan).gb,SDGUNDAMKUNITORI,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Konami GB Collection Vol.3 (Japan) (SGB Enhanced).gb,GBCOLLECTION 3,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Joushiki no Sho (Japan) (Special Edition).gb,SIKAKUJOSIKBS4J,MBC5+RAM+BATTERY,MBC5,64,1,0x800,0x100000,None,No,0,Japan
Chalvo 55 - Super Puzzle Action (Japan).gb,CHALVO55,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Japan
Mani 4 in 1 (China) (DMG-604 CHN).gb,RTYPE 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Purikura Pocket 2 - Kareshi Kaizou Daisakusen (Japan) (SGB Enhanced).gb,PURIKURA POCKET2,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Lemmings (Japan).gb,LEMMINGS,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Rockman World 2 (Japan).gb, ROCKMAN WORLD2 ,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Joushiki no Sho (Japan).gb,SIKAKUJOSIKBJ3J,MBC5+RAM+BATTERY,MBC5,64,1,0x800,0x100000,None,No,0,Japan
